NGC,Ref,Star,Source,Age,AgeErr,[Fe/H],e_fe,[Mg/Fe],e_mg,[C/Fe],e_c,[N/Fe],e_n,[Ca/Fe],e_ca,[O/Fe],e_o,[Na/Fe],e_na,[Si/Fe],e_si,[Cr/Fe],e_cr,[Ti/Fe],e_ti,Comments
5946,Ca09c,-,Avg,,,-1.29,0.33,,,,,,,,,,,,,,,,,,,-
5986,Ca09c,-,Avg,,,-1.63,0.33,,,,,,,,,,,,,,,,,,,-
5986,Ge97,-,RGB,,,-1.48,1.0,,,,,,,,,,,,,,,,,,,-
5986,Ja04,ID6,AGB,,,,,0.25,,,,,,,,0.65,,0.7,,0.3,,0.15,,0.22,,-
6121,Be90,-,Avg,,,-1.31,1.0,,,,,,,,,,,,,,,,,,,-
6121,Br90/BW92,3209,RGB,,,-1.2,1.0,0.53,0.21,-0.27,0.06,1.03,0.06,0.42,0.18,0.35,,0.17,0.2,0.44,0.14,,,0.54,0.14,-
6121,Br90/BW92,4611,RGB,,,,,0.19,0.42,-0.17,0.06,1.43,0.06,0.07,0.24,0.3,,0.4,0.06,0.55,0.22,,,0.18,0.12,-
6121,Br90/BW92,4613,RGB,,,,,0.35,0.13,-0.32,0.06,1.18,0.06,0.03,0.2,0.15,,0.33,0.09,0.61,0.2,,,0.05,0.11,-
6121,Ca85,-,CMD,12.2,,,,,,,,,,,,,,,,,,,,,,-
6121,Ca09a,5003,RGB,,,,,,,,,,,,,0.18,,0.34,0.05,,,,,,,-
6121,Ca09a,5359,RGB,,,,,,,,,,,,,0.45,,-0.08,0.12,,,,,,,-
6121,Ca09a,8195,RGB,,,,,,,,,,,,,0.29,0.03,0.31,0.08,,,,,,,-
6121,Ca09a,20073,RGB,,,,,,,,,,,,,0.26,,0.45,0.06,,,,,,,-
6121,Ca09a,20287,RGB,,,,,,,,,,,,,-0.03,,0.49,0.03,,,,,,,-
6121,Ca09a,20766,RGB,,,,,,,,,,,,,,,0.7,0.03,,,,,,,-
6121,Ca09a,21493,RGB,,,,,,,,,,,,,0.36,,0.37,0.06,,,,,,,-
6121,Ca09a,21677,RGB,,,,,,,,,,,,,,,0.48,0.04,,,,,,,-
6121,Ca09a,21728,RGB,,,,,,,,,,,,,,,0.47,0.01,,,,,,,-
6121,Ca09a,22089,RGB,,,,,,,,,,,,,0.01,,0.58,0.05,,,,,,,-
6121,Ca09a,22420,RGB,,,,,,,,,,,,,0.32,0.04,0.01,0.04,,,,,,,-
6121,Ca09a,23052,RGB,,,,,,,,,,,,,0.16,,0.38,0.06,,,,,,,-
6121,Ca09a,24374,RGB,,,,,,,,,,,,,0.3,,0.25,0.12,,,,,,,-
6121,Ca09a,25709,RGB,,,,,,,,,,,,,-0.07,,0.56,0.07,,,,,,,-
6121,Ca09a,26471,RGB,,,,,,,,,,,,,,,0.01,0.02,,,,,,,-
6121,Ca09a,26794,RGB,,,,,,,,,,,,,0.39,0.02,0.41,0.08,,,,,,,-
6121,Ca09a,27448,RGB,,,,,,,,,,,,,,,0.14,0.03,,,,,,,-
6121,Ca09a,28356,RGB,,,,,,,,,,,,,0.15,0.05,0.5,0.03,,,,,,,-
6121,Ca09a,28707,RGB,,,,,,,,,,,,,0.32,,0.26,0.08,,,,,,,-
6121,Ca09a,28797,RGB,,,,,,,,,,,,,0.15,0.04,0.6,0.09,,,,,,,-
6121,Ca09a,28847,RGB,,,,,,,,,,,,,0.27,,-0.02,0.03,,,,,,,-
6121,Ca09a,28977,RGB,,,,,,,,,,,,,,,0.49,0.07,,,,,,,-
6121,Ca09a,29027,RGB,,,,,,,,,,,,,0.27,0.04,0.12,0.13,,,,,,,-
6121,Ca09a,29065,RGB,,,,,,,,,,,,,0.26,0.13,0.15,0.04,,,,,,,-
6121,Ca09a,29171,RGB,,,,,,,,,,,,,0.24,0.06,0.38,0.09,,,,,,,-
6121,Ca09a,29222,RGB,,,,,,,,,,,,,0.21,0.05,0.44,0.1,,,,,,,-
6121,Ca09a,29272,RGB,,,,,,,,,,,,,0.25,,0.05,0.06,,,,,,,-
6121,Ca09a,29282,RGB,,,,,,,,,,,,,-0.02,0.04,0.51,0.07,,,,,,,-
6121,Ca09a,29598,RGB,,,,,,,,,,,,,,,0.38,0.07,,,,,,,-
6121,Ca09a,29693,RGB,,,,,,,,,,,,,0.14,0.11,0.52,0.01,,,,,,,-
6121,Ca09a,29848,RGB,,,,,,,,,,,,,,,0.02,0.04,,,,,,,-
6121,Ca09a,30083,RGB,,,,,,,,,,,,,0.25,0.05,0.42,0.14,,,,,,,-
6121,Ca09a,30209,RGB,,,,,,,,,,,,,0.17,,-0.16,0.09,,,,,,,-
6121,Ca09a,30345,RGB,,,,,,,,,,,,,,,0.46,0.06,,,,,,,-
6121,Ca09a,30381,RGB,,,,,,,,,,,,,0.15,,0.3,0.02,,,,,,,-
6121,Ca09a,30450,RGB,,,,,,,,,,,,,0.09,,0.56,0.09,,,,,,,-
6121,Ca09a,30598,RGB,,,,,,,,,,,,,,,0.07,0.03,,,,,,,-
6121,Ca09a,30653,RGB,,,,,,,,,,,,,0.26,0.16,0.37,0.12,,,,,,,-
6121,Ca09a,30711,RGB,,,,,,,,,,,,,0.17,0.16,0.51,0.06,,,,,,,-
6121,Ca09a,30719,RGB,,,,,,,,,,,,,0.18,,0.4,0.02,,,,,,,-
6121,Ca09a,30751,RGB,,,,,,,,,,,,,0.29,0.08,0.38,0.15,,,,,,,-
6121,Ca09a,30933,RGB,,,,,,,,,,,,,0.12,,0.53,0.16,,,,,,,-
6121,Ca09a,31015,RGB,,,,,,,,,,,,,,,0.13,0.01,,,,,,,-
6121,Ca09a,31306,RGB,,,,,,,,,,,,,0.08,,0.57,0.1,,,,,,,-
6121,Ca09a,31617,RGB,,,,,,,,,,,,,0.35,,0.31,0.14,,,,,,,-
6121,Ca09a,31665,RGB,,,,,,,,,,,,,0.38,0.07,0.1,0.01,,,,,,,-
6121,Ca09a,31803,RGB,,,,,,,,,,,,,0.36,0.11,0.25,0.07,,,,,,,-
6121,Ca09a,31845,RGB,,,,,,,,,,,,,0.27,,0.49,0.15,,,,,,,-
6121,Ca09a,32055,RGB,,,,,,,,,,,,,,,0.54,0.03,,,,,,,-
6121,Ca09a,32121,RGB,,,,,,,,,,,,,,,0.47,0.09,,,,,,,-
6121,Ca09a,32151,RGB,,,,,,,,,,,,,0.2,0.01,0.57,0.08,,,,,,,-
6121,Ca09a,32317,RGB,,,,,,,,,,,,,0.1,0.14,0.53,0.04,,,,,,,-
6121,Ca09a,32347,RGB,,,,,,,,,,,,,,,0.21,0.02,,,,,,,-
6121,Ca09a,32555,RGB,,,,,,,,,,,,,0.09,0.16,0.54,0.07,,,,,,,-
6121,Ca09a,32700,RGB,,,,,,,,,,,,,,,0.15,0.07,,,,,,,-
6121,Ca09a,32724,RGB,,,,,,,,,,,,,0.31,0.11,0.15,0.07,,,,,,,-
6121,Ca09a,32835,RGB,,,,,,,,,,,,,,,-0.02,0.07,,,,,,,-
6121,Ca09a,32871,RGB,,,,,,,,,,,,,0.2,0.06,0.28,0.1,,,,,,,-
6121,Ca09a,32874,RGB,,,,,,,,,,,,,0.24,0.03,0.07,0.07,,,,,,,-
6121,Ca09a,32968,RGB,,,,,,,,,,,,,0.2,0.03,0.15,0.02,,,,,,,-
6121,Ca09a,32988,RGB,,,,,,,,,,,,,,,0.0,0.05,,,,,,,-
6121,Ca09a,33069,RGB,,,,,,,,,,,,,0.15,,0.39,0.04,,,,,,,-
6121,Ca09a,33195,RGB,,,,,,,,,,,,,0.27,0.01,0.02,0.06,,,,,,,-
6121,Ca09a,33414,RGB,,,,,,,,,,,,,,,0.13,0.04,,,,,,,-
6121,Ca09a,33617,RGB,,,,,,,,,,,,,0.29,,0.45,0.1,,,,,,,-
6121,Ca09a,33629,RGB,,,,,,,,,,,,,0.25,,0.57,0.11,,,,,,,-
6121,Ca09a,33683,RGB,,,,,,,,,,,,,,,0.24,0.01,,,,,,,-
6121,Ca09a,33788,RGB,,,,,,,,,,,,,0.15,,0.37,0.08,,,,,,,-
6121,Ca09a,33900,RGB,,,,,,,,,,,,,0.12,,0.44,0.05,,,,,,,-
6121,Ca09a,33946,RGB,,,,,,,,,,,,,0.28,,0.55,0.03,,,,,,,-
6121,Ca09a,34005,RGB,,,,,,,,,,,,,0.18,,0.62,0.03,,,,,,,-
6121,Ca09a,34006,RGB,,,,,,,,,,,,,-0.02,0.07,0.7,0.03,,,,,,,-
6121,Ca09a,34130,RGB,,,,,,,,,,,,,0.22,0.11,0.44,0.06,,,,,,,-
6121,Ca09a,34240,RGB,,,,,,,,,,,,,,,0.23,0.03,,,,,,,-
6121,Ca09a,34502,RGB,,,,,,,,,,,,,0.22,0.05,0.4,0.05,,,,,,,-
6121,Ca09a,34726,RGB,,,,,,,,,,,,,0.29,0.01,0.49,0.16,,,,,,,-
6121,Ca09a,34907,RGB,,,,,,,,,,,,,0.14,,0.54,0.14,,,,,,,-
6121,Ca09a,35022,RGB,,,,,,,,,,,,,0.13,,0.48,0.19,,,,,,,-
6121,Ca09a,35061,RGB,,,,,,,,,,,,,0.23,,0.31,0.08,,,,,,,-
6121,Ca09a,35455,RGB,,,,,,,,,,,,,0.36,,0.12,0.07,,,,,,,-
6121,Ca09a,35508,RGB,,,,,,,,,,,,,0.24,,0.41,0.12,,,,,,,-
6121,Ca09a,35571,RGB,,,,,,,,,,,,,0.43,,0.21,0.06,,,,,,,-
6121,Ca09a,35627,RGB,,,,,,,,,,,,,,,0.12,0.09,,,,,,,-
6121,Ca09a,35688,RGB,,,,,,,,,,,,,0.13,,0.39,0.14,,,,,,,-
6121,Ca09a,35774,RGB,,,,,,,,,,,,,,,0.41,0.07,,,,,,,-
6121,Ca09a,36356,RGB,,,,,,,,,,,,,,,0.27,0.03,,,,,,,-
6121,Ca09a,36929,RGB,,,,,,,,,,,,,0.03,,0.56,0.1,,,,,,,-
6121,Ca09a,36942,RGB,,,,,,,,,,,,,0.23,,0.23,0.11,,,,,,,-
6121,Ca09a,37215,RGB,,,,,,,,,,,,,0.31,0.01,0.34,0.09,,,,,,,-
6121,Ca09a,38075,RGB,,,,,,,,,,,,,0.23,,0.32,0.07,,,,,,,-
6121,Ca09a,38383,RGB,,,,,,,,,,,,,0.42,0.05,0.02,0.11,,,,,,,-
6121,Ca09a,38399,RGB,,,,,,,,,,,,,0.24,0.01,0.32,0.06,,,,,,,-
6121,Ca09a,38896,RGB,,,,,,,,,,,,,0.26,,0.49,0.05,,,,,,,-
6121,Ca09a,40126,RGB,,,,,,,,,,,,,0.26,0.12,0.56,0.07,,,,,,,-
6121,Ca09a,42216,RGB,,,,,,,,,,,,,0.06,0.02,0.56,0.12,,,,,,,-
6121,Ca09a,42620,RGB,,,,,,,,,,,,,0.09,0.03,0.51,0.08,,,,,,,-
6121,Ca09a,42949,RGB,,,,,,,,,,,,,0.36,0.02,0.1,0.13,,,,,,,-
6121,Ca09a,43370,RGB,,,,,,,,,,,,,0.3,,0.4,0.09,,,,,,,-
6121,Ca09a,44243,RGB,,,,,,,,,,,,,0.23,,0.4,0.06,,,,,,,-
6121,Ca09a,44595,RGB,,,,,,,,,,,,,-0.15,,0.59,0.15,,,,,,,-
6121,Ca09a,44616,RGB,,,,,,,,,,,,,0.05,0.06,0.51,0.03,,,,,,,-
6121,Ca09a,45163,RGB,,,,,,,,,,,,,0.11,,0.56,0.19,,,,,,,-
6121,Ca09a,45895,RGB,,,,,,,,,,,,,0.4,0.02,0.16,0.16,,,,,,,-
6121,Ca09b,8195,RGB,,,,,0.55,0.15,,,,,,,0.25,0.08,0.39,0.1,0.47,0.1,,,,,-
6121,Ca09b,20766,RGB,,,,,0.53,0.12,,,,,,,0.08,,0.7,0.01,0.56,0.08,,,,,-
6121,Ca09b,21728,RGB,,,,,0.5,0.06,,,,,,,0.2,,0.52,0.05,0.55,0.06,,,,,-
6121,Ca09b,27448,RGB,,,,,0.52,0.02,,,,,,,0.43,0.01,0.18,0.1,0.45,0.12,,,,,-
6121,Ca09b,28356,RGB,,,,,0.56,0.19,,,,,,,0.16,,0.47,0.15,0.6,0.07,,,,,-
6121,Ca09b,29693,RGB,,,,,0.56,0.1,,,,,,,0.2,0.06,0.5,0.09,0.64,0.05,,,,,-
6121,Ca09b,30598,RGB,,,,,0.58,0.05,,,,,,,0.38,0.01,0.19,0.06,0.45,0.12,,,,,-
6121,Ca09b,30711,RGB,,,,,0.54,0.09,,,,,,,0.17,0.02,0.47,0.04,0.46,0.11,,,,,-
6121,Ca09b,30751,RGB,,,,,0.53,0.07,,,,,,,0.34,0.06,0.37,0.07,0.46,0.1,,,,,-
6121,Ca09b,32055,RGB,,,,,0.58,0.08,,,,,,,0.33,0.08,0.5,0.09,0.49,0.12,,,,,-
6121,Ca09b,32317,RGB,,,,,0.55,0.17,,,,,,,0.23,0.05,0.47,0.09,0.47,0.09,,,,,-
6121,Ca09b,34240,RGB,,,,,0.58,0.14,,,,,,,0.26,0.05,0.19,0.12,0.58,0.09,,,,,-
6121,Ca09b,35774,RGB,,,,,0.53,0.17,,,,,,,0.25,0.01,0.37,0.1,0.58,0.06,,,,,-
6121,Ca09b,36215,RGB,,,,,0.62,0.07,,,,,,,0.32,0.02,0.26,0.05,0.56,0.15,,,,,-
6121,Ca09c,-,Avg,,,-1.18,0.33,,,,,,,,,,,,,,,,,,,-
6121,DA05,-,CMD,9.9,0.4,,,,,,,,,,,,,,,,,,,,,-
6121,DA09,-,CMD,12.0,,,,,,,,,,,,,,,,,,,,,,-
6121,Dr92/Dr94,2617,RGB,,,-1.05,1.0,,,,,,,0.28,,0.24,,0.34,,,,,,,,-
6121,Dr92/Dr94,3612,RGB,,,,,,,,,,,0.28,,0.22,,0.32,,,,,,,,-
6121,Dr92/Dr94,2519,RGB,,,,,,,,,,,0.15,,0.4,,-0.05,,,,,,,,-
6121,Dr92/Dr94,3624,RGB,,,,,,,,,,,0.18,,0.43,,0.01,,,,,,,,-
6121,Gr86,2608,RGB,,,,,0.63,0.12,,,,,0.11,0.1,,,0.27,0.21,0.55,0.07,-0.1,0.27,0.23,0.11,-
6121,Gr86,1605,RGB,,,,,0.75,0.12,,,,,-0.06,0.1,,,0.47,0.21,0.49,0.07,-0.01,0.27,0.27,0.11,-
6121,Gr86,2626,RGB,,,,,0.66,0.12,,,,,0.18,0.1,,,0.19,0.21,0.56,0.07,-0.39,0.27,0.2,0.11,-
6121,Iv99,L4611,RGB,,,-1.18,1.0,0.33,,,,,,0.04,,0.06,,0.33,,0.7,,,,0.29,,-
6121,Iv99,L4613,RGB,,,,,0.36,,,,,,0.07,,0.05,,0.26,,0.52,,,,0.32,,-
6121,Iv99,L1514,RGB,,,,,0.4,,-1.02,,0.99,,0.16,,0.41,,0.01,,0.51,,,,0.29,,-
6121,Iv99,L1411,RGB,,,,,0.47,,,,,,0.29,,0.2,,0.43,,0.58,,,,0.39,,-
6121,Iv99,L3209,RGB,,,,,0.52,,,,,,0.35,,0.27,,0.23,,0.6,,,,0.34,,-
6121,Iv99,L2307,RGB,,,,,0.43,,-0.78,,1.31,,0.34,,0.17,,0.39,,0.54,,,,0.34,,-
6121,Iv99,L4511,RGB,,,,,0.47,,-0.69,,1.26,,0.36,,0.23,,0.44,,0.68,,,,0.37,,-
6121,Iv99,L1501,RGB,,,,,0.42,,,,,,0.43,,0.1,,0.42,,0.64,,,,0.39,,-
6121,Iv99,L3413,RGB,,,,,0.37,,,,,,0.28,,0.4,,-0.04,,0.44,,,,0.27,,-
6121,Iv99,L2617,RGB,,,,,0.45,,-0.6,,1.05,,0.32,,0.01,,0.5,,0.61,,,,0.29,,-
6121,Iv99,L3624,RGB,,,,,0.52,,-0.53,,0.25,,0.34,,0.29,,0.1,,0.62,,,,0.33,,-
6121,Iv99,L3612,RGB,,,,,0.48,,-0.58,,1.02,,0.4,,0.1,,0.47,,0.6,,,,0.35,,-
6121,Iv99,L2208,RGB,,,,,0.67,,,,,,0.39,,0.36,,0.55,,0.6,,,,0.37,,-
6121,Iv99,L2206,AGB,,,,,0.48,,-0.41,,0.53,,0.36,,0.31,,0.25,,0.58,,,,0.35,,-
6121,Iv99,L2519,AGB,,,,,0.42,,-0.31,,0.22,,0.3,,0.37,,-0.19,,0.63,,,,0.25,,-
6121,Iv99,L4201,AGB,,,,,0.51,,-0.49,,0.7,,0.15,,0.41,,0.31,,0.53,,,,0.19,,-
6121,Iv99,L4633,AGB,,,,,0.35,,,,,,0.15,,0.33,,-0.03,,0.49,,,,0.31,,-
6121,Iv99,L1408,AGB,,,,,0.46,,-0.51,,0.73,,0.27,,0.24,,0.18,,0.55,,,,0.28,,-
6121,Iv99,L4414,AGB,,,,,0.25,,,,,,0.21,,0.16,,0.21,,0.43,,,,0.29,,-
6121,Iv99,L1701,AGB,,,,,0.4,,-0.07,,-0.2,,0.26,,0.49,,-0.02,,0.53,,,,0.25,,-
6121,Iv99,L3207,AGB,,,,,0.36,,,,,,0.19,,0.45,,-0.23,,0.39,,,,0.23,,-
6121,Iv99,L3215,AGB,,,,,0.47,,,,,,0.25,,0.27,,-0.03,,0.52,,,,0.32,,-
6121,Iv99,L4302,AGB,,,,,0.48,,,,,,0.16,,0.2,,0.31,,0.53,,,,0.21,,-
6121,Mari08,19925,RGB,,,-1.07,1.0,0.43,,,,,,0.19,,0.28,,0.51,,0.5,,-0.04,,0.48,,-
6121,Mari08,20766,RGB,,,,,0.49,,,,,,0.26,,0.31,,0.53,,0.49,,-0.01,,0.31,,-
6121,Mari08,21191,RGB,,,,,0.55,,,,,,0.24,,0.34,,0.51,,0.54,,0.0,,0.31,,-
6121,Mari08,21728,RGB,,,,,0.52,,,,,,0.28,,0.31,,0.37,,0.47,,-0.04,,0.32,,-
6121,Mari08,22089,RGB,,,,,0.3,,,,,,0.31,,0.35,,0.5,,0.53,,-0.15,,0.25,,-
6121,Mari08,24590,RGB,,,,,0.61,,,,,,0.27,,0.5,,0.3,,0.5,,-0.09,,0.29,,-
6121,Mari08,25709,RGB,,,,,0.54,,,,,,0.35,,0.44,,0.34,,0.53,,-0.02,,0.26,,-
6121,Mari08,26471,RGB,,,,,0.59,,,,,,0.3,,0.41,,0.09,,0.45,,0.0,,0.23,,-
6121,Mari08,26794,RGB,,,,,0.53,,,,,,0.34,,,,0.36,,0.5,,-0.01,,0.34,,-
6121,Mari08,27448,RGB,,,,,0.5,,,,,,0.29,,0.51,,0.11,,0.45,,-0.02,,0.39,,-
6121,Mari08,28103,RGB,,,,,0.41,,,,,,0.16,,0.5,,0.17,,0.55,,-0.11,,0.48,,-
6121,Mari08,28356,RGB,,,,,0.55,,,,,,0.28,,0.44,,0.37,,0.53,,0.04,,0.29,,-
6121,Mari08,28707,RGB,,,,,0.4,,,,,,0.2,,,,0.22,,0.43,,-0.06,,0.27,,-
6121,Mari08,28797,RGB,,,,,0.55,,,,,,0.26,,0.35,,0.44,,0.57,,-0.12,,0.28,,-
6121,Mari08,28847,RGB,,,,,0.52,,,,,,0.32,,0.52,,0.08,,0.51,,-0.09,,0.31,,-
6121,Mari08,28977,RGB,,,,,0.51,,,,,,0.3,,0.39,,0.4,,0.57,,-0.02,,0.31,,-
6121,Mari08,29027,RGB,,,,,0.48,,,,,,0.27,,0.51,,0.02,,0.44,,-0.01,,0.27,,-
6121,Mari08,29065,RGB,,,,,0.61,,,,,,0.27,,0.45,,0.17,,0.48,,-0.06,,0.21,,-
6121,Mari08,29171,RGB,,,,,0.43,,,,,,0.32,,0.22,,0.41,,0.49,,-0.04,,0.32,,-
6121,Mari08,29222,RGB,,,,,0.44,,,,,,0.25,,0.36,,0.24,,0.47,,-0.06,,0.27,,-
6121,Mari08,29272,RGB,,,,,0.47,,,,,,0.25,,0.53,,0.05,,0.43,,0.01,,0.3,,-
6121,Mari08,29282,RGB,,,,,0.5,,,,,,0.25,,0.28,,0.42,,0.49,,-0.07,,0.23,,-
6121,Mari08,29397,RGB,,,,,0.55,,,,,,0.2,,0.24,,0.46,,0.53,,-0.11,,0.2,,-
6121,Mari08,29545,RGB,,,,,0.44,,,,,,0.29,,0.47,,-0.02,,0.36,,-0.07,,0.29,,-
6121,Mari08,29598,RGB,,,,,0.48,,,,,,0.34,,0.39,,0.4,,0.5,,-0.04,,0.26,,-
6121,Mari08,29693,RGB,,,,,0.6,,,,,,0.14,,0.26,,0.5,,0.55,,-0.17,,0.23,,-
6121,Mari08,29848,RGB,,,,,0.54,,,,,,0.29,,0.54,,0.09,,0.48,,-0.01,,0.32,,-
6121,Mari08,30209,RGB,,,,,0.46,,,,,,0.3,,0.42,,-0.05,,0.42,,0.03,,0.31,,-
6121,Mari08,30345,RGB,,,,,0.44,,,,,,0.28,,0.32,,0.43,,0.53,,-0.05,,0.28,,-
6121,Mari08,30450,RGB,,,,,0.52,,,,,,0.26,,0.4,,0.4,,0.49,,0.11,,0.29,,-
6121,Mari08,30452,RGB,,,,,0.5,,,,,,0.27,,0.4,,0.06,,0.46,,0.02,,0.29,,-
6121,Mari08,30549,RGB,,,,,0.52,,,,,,0.34,,0.45,,0.13,,0.48,,0.0,,0.31,,-
6121,Mari08,30598,RGB,,,,,0.54,,,,,,0.25,,0.43,,0.05,,0.54,,0.01,,0.33,,-
6121,Mari08,30653,RGB,,,,,0.47,,,,,,0.27,,0.47,,0.15,,0.51,,-0.06,,0.21,,-
6121,Mari08,30675,RGB,,,,,0.55,,,,,,0.36,,0.36,,0.41,,0.5,,-0.02,,0.32,,-
6121,Mari08,30711,RGB,,,,,0.47,,,,,,0.22,,0.37,,0.32,,0.45,,-0.07,,0.31,,-
6121,Mari08,30719,RGB,,,,,0.5,,,,,,0.33,,0.44,,0.42,,0.46,,-0.09,,0.27,,-
6121,Mari08,30751,RGB,,,,,0.58,,,,,,0.28,,0.4,,0.32,,0.48,,0.1,,0.38,,-
6121,Mari08,30924,RGB,,,,,0.47,,,,,,0.28,,0.48,,0.2,,0.5,,-0.05,,0.3,,-
6121,Mari08,30933,RGB,,,,,0.44,,,,,,0.3,,0.44,,0.44,,0.58,,-0.08,,0.28,,-
6121,Mari08,31015,RGB,,,,,0.51,,,,,,0.33,,0.5,,0.0,,0.42,,0.06,,0.32,,-
6121,Mari08,31306,RGB,,,,,0.41,,,,,,0.29,,,,0.4,,0.45,,0.03,,0.33,,-
6121,Mari08,31376,RGB,,,,,0.46,,,,,,0.29,,0.33,,0.43,,0.43,,-0.01,,0.29,,-
6121,Mari08,31532,RGB,,,,,0.44,,,,,,0.26,,0.47,,0.38,,0.47,,-0.08,,0.3,,-
6121,Mari08,31665,RGB,,,,,0.49,,,,,,0.31,,0.48,,0.02,,0.46,,-0.06,,0.26,,-
6121,Mari08,31803,RGB,,,,,0.44,,,,,,0.32,,0.38,,0.25,,0.51,,-0.1,,0.31,,-
6121,Mari08,31845,RGB,,,,,0.41,,,,,,0.27,,0.27,,0.38,,0.48,,-0.09,,0.27,,-
6121,Mari08,32055,RGB,,,,,0.55,,,,,,0.27,,0.31,,0.4,,0.52,,0.03,,0.39,,-
6121,Mari08,32121,RGB,,,,,0.44,,,,,,0.29,,,,0.35,,0.56,,-0.08,,0.32,,-
6121,Mari08,32151,RGB,,,,,0.42,,,,,,0.29,,,,0.39,,0.49,,-0.04,,0.26,,-
6121,Mari08,32317,RGB,,,,,0.54,,,,,,0.31,,0.37,,0.37,,0.43,,0.08,,0.33,,-
6121,Mari08,32347,RGB,,,,,0.51,,,,,,0.27,,0.4,,0.23,,0.49,,-0.06,,0.29,,-
6121,Mari08,32583,RGB,,,,,0.46,,,,,,0.31,,0.46,,0.07,,0.39,,-0.07,,0.32,,-
6121,Mari08,32627,RGB,,,,,0.51,,,,,,0.29,,0.5,,-0.03,,0.34,,-0.01,,0.26,,-
6121,Mari08,32700,RGB,,,,,0.61,,,,,,0.22,,0.49,,0.06,,0.47,,0.06,,0.37,,-
6121,Mari08,32724,RGB,,,,,0.48,,,,,,0.3,,0.51,,0.11,,0.39,,-0.04,,0.34,,-
6121,Mari08,32782,RGB,,,,,0.45,,,,,,0.34,,0.29,,0.46,,0.41,,-0.07,,0.26,,-
6121,Mari08,32871,RGB,,,,,0.62,,,,,,0.29,,0.4,,0.06,,0.54,,-0.05,,0.31,,-
6121,Mari08,32874,RGB,,,,,0.55,,,,,,0.26,,0.41,,0.11,,0.42,,0.02,,0.27,,-
6121,Mari08,32933,RGB,,,,,0.56,,,,,,0.2,,0.48,,0.02,,0.54,,-0.14,,0.29,,-
6121,Mari08,32968,RGB,,,,,0.54,,,,,,0.3,,0.41,,0.24,,0.49,,-0.03,,0.25,,-
6121,Mari08,32988,RGB,,,,,0.44,,,,,,0.29,,0.51,,0.02,,0.5,,-0.03,,0.29,,-
6121,Mari08,33069,RGB,,,,,0.37,,,,,,0.2,,0.39,,0.23,,0.43,,-0.06,,0.34,,-
6121,Mari08,33195,RGB,,,,,0.6,,,,,,0.27,,0.48,,0.09,,0.56,,-0.02,,0.32,,-
6121,Mari08,33414,RGB,,,,,0.49,,,,,,0.32,,0.52,,0.21,,0.48,,-0.05,,0.25,,-
6121,Mari08,33617,RGB,,,,,0.54,,,,,,0.32,,0.29,,0.37,,0.51,,-0.05,,0.26,,-
6121,Mari08,33629,RGB,,,,,0.39,,,,,,0.28,,,,0.31,,0.55,,-0.02,,0.33,,-
6121,Mari08,33683,RGB,,,,,0.51,,,,,,0.27,,0.42,,0.0,,0.42,,0.03,,0.27,,-
6121,Mari08,33788,RGB,,,,,0.47,,,,,,0.28,,0.3,,0.37,,0.43,,-0.02,,0.28,,-
6121,Mari08,33900,RGB,,,,,0.49,,,,,,0.32,,0.3,,0.47,,0.46,,-0.05,,0.3,,-
6121,Mari08,33946,RGB,,,,,0.42,,,,,,0.3,,0.23,,0.32,,0.45,,-0.03,,0.29,,-
6121,Mari08,34006,RGB,,,,,0.52,,,,,,0.26,,0.25,,0.44,,0.48,,-0.08,,0.37,,-
6121,Mari08,34130,RGB,,,,,0.53,,,,,,0.29,,0.33,,0.43,,0.51,,-0.04,,0.26,,-
6121,Mari08,34167,RGB,,,,,0.56,,,,,,0.31,,,,0.13,,0.35,,0.01,,0.25,,-
6121,Mari08,34240,RGB,,,,,0.55,,,,,,0.25,,0.47,,0.08,,0.49,,0.04,,0.35,,-
6121,Mari08,34502,RGB,,,,,0.47,,,,,,0.28,,0.35,,0.34,,0.47,,-0.06,,0.33,,-
6121,Mari08,34579,RGB,,,,,0.52,,,,,,0.28,,0.25,,0.46,,0.5,,-0.06,,0.38,,-
6121,Mari08,34726,RGB,,,,,0.49,,,,,,0.28,,0.37,,0.42,,0.46,,-0.06,,0.31,,-
6121,Mari08,35022,RGB,,,,,0.52,,,,,,0.33,,0.3,,0.41,,0.5,,-0.05,,0.32,,-
6121,Mari08,35061,RGB,,,,,0.5,,,,,,0.24,,0.5,,0.06,,0.4,,-0.06,,0.24,,-
6121,Mari08,35455,RGB,,,,,0.49,,,,,,0.24,,0.45,,0.01,,0.44,,-0.01,,0.23,,-
6121,Mari08,35487,RGB,,,,,0.42,,,,,,0.27,,0.36,,0.3,,0.44,,-0.05,,0.32,,-
6121,Mari08,35508,RGB,,,,,0.41,,,,,,0.27,,0.25,,0.38,,0.45,,-0.11,,0.22,,-
6121,Mari08,35571,RGB,,,,,0.46,,,,,,0.27,,0.45,,-0.02,,0.45,,-0.09,,0.24,,-
6121,Mari08,35627,RGB,,,,,0.56,,,,,,0.33,,,,0.04,,0.38,,-0.09,,0.26,,-
6121,Mari08,35688,RGB,,,,,0.53,,,,,,0.33,,0.21,,0.4,,0.47,,-0.04,,0.23,,-
6121,Mari08,35774,RGB,,,,,0.54,,,,,,0.26,,0.43,,0.24,,0.53,,-0.03,,0.36,,-
