# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Jul  9 20:54:27 CEST 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00015547 -2.00000 9.69897 1.0193437338 2.4768764973    1.019  1.033  3.8363  3.711    2 2.188 2.823 2.318 2.205 2.218 2.258 2.280
0.00015547 -2.00000 9.69897 1.0201390982 2.4770357609    1.020  1.046  3.8258  3.656    2 2.156 2.820 2.310 2.165 2.160 2.192 2.211
0.00015547 -2.00000 9.69897 1.0207192898 2.4771516323    1.021  1.055  3.8170  3.612    2 2.132 2.823 2.308 2.135 2.116 2.140 2.156
0.00015547 -2.00000 9.69897 1.0211664438 2.4772410393    1.021  1.063  3.8097  3.575    2 2.113 2.830 2.308 2.112 2.081 2.098 2.112
0.00015547 -2.00000 9.69897 1.0216325521 2.4773337841    1.021  1.070  3.8014  3.535    2 2.095 2.844 2.313 2.089 2.044 2.054 2.065
0.00015547 -2.00000 9.69897 1.0220098495 2.4774091244    1.022  1.076  3.7944  3.501    2 2.080 2.859 2.318 2.071 2.015 2.017 2.026
0.00015547 -2.00000 9.69897 1.0223515034 2.4774770737    1.022  1.081  3.7881  3.471    2 2.067 2.873 2.322 2.054 1.988 1.984 1.991
0.00015547 -2.00000 9.69897 1.0226969719 2.4775457382    1.023  1.086  3.7817  3.440    2 2.054 2.890 2.328 2.038 1.962 1.952 1.957
0.00015547 -2.00000 9.69897 1.0230551958 2.4776167870    1.023  1.092  3.7755  3.410    2 2.040 2.908 2.331 2.020 1.934 1.918 1.921
0.00015547 -2.00000 9.69897 1.0234189034 2.4776890278    1.023  1.097  3.7693  3.380    2 2.026 2.928 2.335 2.004 1.908 1.886 1.886
0.00015547 -2.00000 9.69897 1.0237975121 2.4777641296    1.024  1.104  3.7635  3.350    2 2.011 2.947 2.337 1.986 1.880 1.852 1.850
0.00015547 -2.00000 9.69897 1.0242028236 2.4778444767    1.024  1.112  3.7581  3.320    2 1.989 2.959 2.333 1.962 1.848 1.815 1.810
0.00015547 -2.00000 9.69897 1.0247092247 2.4779448509    1.025  1.126  3.7523  3.284    2 1.955 2.964 2.318 1.927 1.803 1.764 1.757
0.00015547 -2.00000 9.69897 1.0250086784 2.4780039787    1.025  1.136  3.7492  3.261    2 1.929 2.959 2.303 1.901 1.772 1.729 1.722
0.00015547 -2.00000 9.69897 1.0253975391 2.4780809879    1.025  1.157  3.7466  3.230    3 1.878 2.928 2.260 1.849 1.716 1.670 1.661
0.00015547 -2.00000 9.69897 1.0260620117 2.4782121181    1.026  1.198  3.7429  3.175    3 1.775 2.851 2.170 1.746 1.606 1.557 1.546
0.00015547 -2.00000 9.69897 1.0266081095 2.4783198833    1.026  1.237  3.7404  3.126    3 1.678 2.772 2.082 1.649 1.505 1.453 1.441
0.00015547 -2.00000 9.69897 1.0271443129 2.4784255028    1.027  1.278  3.7383  3.077    3 1.576 2.686 1.987 1.547 1.400 1.346 1.333
0.00015547 -2.00000 9.69897 1.0276712179 2.4785289764    1.027  1.320  3.7365  3.027    3 1.469 2.594 1.887 1.441 1.291 1.235 1.221
0.00015547 -2.00000 9.69897 1.0281680822 2.4786267281    1.028  1.363  3.7347  2.978    3 1.363 2.501 1.787 1.336 1.183 1.124 1.110
0.00015547 -2.00000 9.69897 1.0286501646 2.4787213802    1.028  1.406  3.7331  2.928    3 1.254 2.404 1.683 1.227 1.072 1.011 0.996
0.00015547 -2.00000 9.69897 1.0290991068 2.4788093567    1.029  1.449  3.7316  2.880    3 1.147 2.308 1.581 1.120 0.963 0.901 0.885
0.00015547 -2.00000 9.69897 1.0295181274 2.4788913727    1.029  1.491  3.7301  2.831    3 1.041 2.214 1.481 1.015 0.856 0.792 0.775
0.00015547 -2.00000 9.69897 1.0299365520 2.4789733887    1.030  1.536  3.7286  2.781    3 0.929 2.115 1.374 0.904 0.742 0.676 0.658
0.00015547 -2.00000 9.69897 1.0303183794 2.4790480137    1.030  1.580  3.7271  2.731    3 0.820 2.018 1.270 0.795 0.631 0.563 0.545
0.00015547 -2.00000 9.69897 1.0306740999 2.4791173935    1.030  1.624  3.7255  2.681    3 0.711 1.921 1.167 0.687 0.520 0.451 0.432
0.00015547 -2.00000 9.69897 1.0310045481 2.4791820049    1.031  1.667  3.7240  2.632    3 0.602 1.825 1.064 0.579 0.410 0.339 0.319
0.00015547 -2.00000 9.69897 1.0313166380 2.4792428017    1.031  1.711  3.7225  2.582    3 0.492 1.728 0.960 0.470 0.299 0.226 0.205
0.00015547 -2.00000 9.69897 1.0316079855 2.4792995453    1.031  1.755  3.7209  2.532    3 0.382 1.630 0.856 0.361 0.187 0.112 0.091
0.00015547 -2.00000 9.69897 1.0318793058 2.4793524742    1.032  1.799  3.7192  2.481    3 0.271 1.535 0.752 0.251 0.074 -0.002 -0.024
0.00015547 -2.00000 9.69897 1.0321253538 2.4794003963    1.032  1.843  3.7176  2.432    3 0.163 1.443 0.650 0.144 -0.036 -0.114 -0.137
0.00015547 -2.00000 9.69897 1.0323570967 2.4794454575    1.032  1.886  3.7160  2.381    3 0.054 1.352 0.548 0.035 -0.147 -0.227 -0.251
0.00015547 -2.00000 9.69897 1.0325706005 2.4794869423    1.032  1.930  3.7143  2.331    3 -0.054 1.261 0.447 -0.072 -0.257 -0.339 -0.364
0.00015547 -2.00000 9.69897 1.0327705145 2.4795258045    1.032  1.973  3.7126  2.281    3 -0.163 1.170 0.345 -0.181 -0.368 -0.452 -0.478
0.00015547 -2.00000 9.69897 1.0329476595 2.4795603752    1.033  2.015  3.7110  2.233    3 -0.267 1.084 0.248 -0.284 -0.474 -0.560 -0.587
0.00015547 -2.00000 9.69897 1.0331201553 2.4795937538    1.033  2.058  3.7092  2.182    3 -0.376 0.995 0.148 -0.392 -0.585 -0.673 -0.701
0.00015547 -2.00000 9.69897 1.0332758427 2.4796240330    1.033  2.101  3.7076  2.133    3 -0.483 0.908 0.049 -0.497 -0.693 -0.784 -0.812
0.00015547 -2.00000 9.69897 1.0334240198 2.4796528816    1.033  2.145  3.7057  2.082    3 -0.593 0.820 -0.051 -0.605 -0.805 -0.898 -0.927
0.00015547 -2.00000 9.69897 1.0335559845 2.4796783924    1.033  2.187  3.7039  2.033    3 -0.698 0.736 -0.148 -0.709 -0.912 -1.007 -1.037
0.00015547 -2.00000 9.69897 1.0336837769 2.4797031879    1.033  2.231  3.7022  1.982    3 -0.807 0.648 -0.248 -0.818 -1.023 -1.120 -1.151
0.00015547 -2.00000 9.69897 1.0337998867 2.4797258377    1.033  2.273  3.7003  1.932    3 -0.913 0.567 -0.344 -0.922 -1.132 -1.231 -1.263
0.00015547 -2.00000 9.69897 1.0339128971 2.4797475338    1.034  2.316  3.6985  1.882    3 -1.020 0.487 -0.441 -1.027 -1.240 -1.341 -1.375
0.00015547 -2.00000 9.69897 1.0340319872 2.4797706604    1.034  2.356  3.6968  1.836    3 -1.120 0.411 -0.531 -1.125 -1.341 -1.445 -1.479
0.00015547 -2.00000 9.69897 1.0341117382 2.4797861576    1.034  2.375  3.6960  1.813    3 -1.169 0.375 -0.575 -1.173 -1.391 -1.495 -1.530
0.00015547 -2.00000 9.69897 1.0342066288 2.4798045158    1.034  2.337  3.6980  1.859    3 -1.073 0.442 -0.491 -1.080 -1.294 -1.396 -1.429
0.00015547 -2.00000 9.69897 1.0342180729 2.4798066616    1.034  2.331  3.6982  1.866    3 -1.058 0.453 -0.478 -1.065 -1.279 -1.380 -1.414
0.00015547 -2.00000 9.69897 1.0342893600 2.4798204899    1.034  2.367  3.6967  1.825    3 -1.147 0.387 -0.557 -1.152 -1.368 -1.472 -1.506
0.00015547 -2.00000 9.69897 1.0343725681 2.4798367023    1.034  2.408  3.6948  1.776    3 -1.251 0.311 -0.650 -1.254 -1.474 -1.580 -1.615
0.00015547 -2.00000 9.69897 1.0344511271 2.4798519611    1.034  2.449  3.6929  1.727    3 -1.353 0.236 -0.741 -1.354 -1.578 -1.686 -1.723
0.00015547 -2.00000 9.69897 1.0345268250 2.4798665047    1.034  2.491  3.6911  1.678    3 -1.458 0.159 -0.835 -1.457 -1.684 -1.795 -1.833
0.00015547 -2.00000 9.69897 1.0345945358 2.4798796177    1.034  2.531  3.6892  1.630    3 -1.558 0.089 -0.923 -1.555 -1.785 -1.899 -1.937
0.00015547 -2.00000 9.69897 1.0346596241 2.4798922539    1.034  2.572  3.6873  1.582    3 -1.660 0.017 -1.013 -1.654 -1.889 -2.004 -2.044
0.00015547 -2.00000 9.69897 1.0347193480 2.4799039364    1.034  2.612  3.6853  1.534    3 -1.760 -0.026 -1.097 -1.755 -1.993 -2.111 -2.151
0.00015547 -2.00000 9.69897 1.0347756147 2.4799146652    1.034  2.652  3.6834  1.486    3 -1.861 -0.099 -1.184 -1.851 -2.093 -2.214 -2.256
0.00015547 -2.00000 9.69897 1.0348286629 2.4799249172    1.034  2.693  3.6815  1.438    3 -1.962 -0.146 -1.269 -1.952 -2.198 -2.321 -2.364
0.00015547 -2.00000 9.69897 1.0348758698 2.4799342155    1.035  2.731  3.6795  1.391    3 -2.059 -0.183 -1.346 -2.047 -2.297 -2.423 -2.467
0.00015547 -2.00000 9.69897 1.0349224806 2.4799430370    1.035  2.772  3.6775  1.343    3 -2.161 -0.220 -1.427 -2.147 -2.402 -2.531 -2.576
0.00015547 -2.00000 9.69897 1.0349634886 2.4799511433    1.035  2.810  3.6755  1.296    3 -2.256 -0.247 -1.500 -2.240 -2.500 -2.632 -2.678
0.00015547 -2.00000 9.69897 1.0350029469 2.4799587727    1.035  2.849  3.6735  1.249    3 -2.354 -0.271 -1.574 -2.335 -2.601 -2.735 -2.783
0.00015547 -2.00000 9.69897 1.0350390673 2.4799656868    1.035  2.887  3.6714  1.203    3 -2.448 -0.286 -1.642 -2.427 -2.699 -2.836 -2.885
0.00015547 -2.00000 9.69897 1.0350730419 2.4799723625    1.035  2.925  3.6694  1.157    3 -2.543 -0.299 -1.710 -2.519 -2.797 -2.937 -2.987
0.00015547 -2.00000 9.69897 1.0351052284 2.4799785614    1.035  2.964  3.6673  1.110    3 -2.639 -0.304 -1.775 -2.611 -2.894 -3.038 -3.090
0.00015547 -2.00000 9.69897 1.0351346731 2.4799842834    1.035  3.001  3.6653  1.065    3 -2.732 -0.305 -1.836 -2.699 -2.990 -3.137 -3.190
0.00015547 -2.00000 9.69897 1.0351628065 2.4799895287    1.035  3.039  3.6631  1.019    3 -2.826 -0.296 -1.895 -2.789 -3.087 -3.237 -3.292
0.00015547 -2.00000 9.69897 1.0351946354 2.4799957275    1.035  3.084  3.6605  0.963    3 -2.940 -0.271 -1.959 -2.896 -3.204 -3.359 -3.415
0.00015547 -2.00000 9.69897 1.0352191925 2.4800004959    1.035  3.121  3.6584  0.917    3 -3.032 -0.240 -2.005 -2.980 -3.298 -3.457 -3.515
0.00015547 -2.00000 9.69897 1.0352472067 2.4800059795    1.035  3.166  3.6557  0.862    3 -3.144 -0.241 -2.069 -3.080 -3.408 -3.573 -3.633
0.00015547 -2.00000 9.69897 1.0352733135 2.4800109863    1.035  3.208  3.6531  0.809    3 -3.251 -0.248 -2.131 -3.175 -3.513 -3.683 -3.746
0.00015547 -2.00000 9.69897 1.0352871418 2.4800136089    1.035  3.230  3.6518  0.782    3 -3.305 -0.251 -2.162 -3.223 -3.566 -3.739 -3.803
0.00015547 -2.00000 9.69897 1.0352871418 2.4800136089    1.035  1.858  3.7638  2.602    4 0.126 1.041 0.425 0.092 -0.008 -0.037 -0.040
0.00015547 -2.00000 9.69897 1.0354270935 2.4800407887    1.035  1.872  3.7598  2.573    4 0.091 1.030 0.405 0.057 -0.049 -0.082 -0.087
0.00015547 -2.00000 9.69897 1.0355768204 2.4800696373    1.035  1.877  3.7586  2.563    4 0.079 1.027 0.397 0.045 -0.063 -0.097 -0.103
0.00015547 -2.00000 9.69897 1.0357143879 2.4800961018    1.035  1.880  3.7582  2.558    4 0.071 1.022 0.391 0.038 -0.071 -0.106 -0.111
0.00015547 -2.00000 9.69897 1.0358656645 2.4801254272    1.036  1.882  3.7581  2.555    4 0.064 1.015 0.384 0.031 -0.079 -0.113 -0.118
0.00015547 -2.00000 9.69897 1.0360077620 2.4801528454    1.036  1.885  3.7585  2.555    4 0.059 1.007 0.377 0.025 -0.083 -0.118 -0.123
0.00015547 -2.00000 9.69897 1.0361459255 2.4801795483    1.036  1.886  3.7592  2.556    4 0.054 0.998 0.370 0.020 -0.087 -0.120 -0.125
0.00015547 -2.00000 9.69897 1.0362973213 2.4802086353    1.036  1.888  3.7602  2.558    4 0.050 0.987 0.362 0.016 -0.090 -0.122 -0.126
0.00015547 -2.00000 9.69897 1.0364390612 2.4802360535    1.036  1.889  3.7613  2.561    4 0.047 0.977 0.354 0.012 -0.091 -0.123 -0.127
0.00015547 -2.00000 9.69897 1.0365918875 2.4802653790    1.036  1.891  3.7626  2.565    4 0.043 0.965 0.346 0.009 -0.092 -0.122 -0.126
0.00015547 -2.00000 9.69897 1.0367374420 2.4802935123    1.036  1.892  3.7639  2.569    4 0.040 0.954 0.338 0.006 -0.093 -0.122 -0.125
0.00015547 -2.00000 9.69897 1.0368795395 2.4803209305    1.037  1.893  3.7652  2.573    4 0.037 0.943 0.330 0.002 -0.094 -0.122 -0.124
0.00015547 -2.00000 9.69897 1.0370362997 2.4803509712    1.037  1.894  3.7667  2.578    4 0.034 0.930 0.321 -0.001 -0.095 -0.121 -0.123
0.00015547 -2.00000 9.69897 1.0371804237 2.4803788662    1.037  1.896  3.7680  2.582    4 0.031 0.919 0.313 -0.004 -0.096 -0.121 -0.122
0.00015547 -2.00000 9.69897 1.0373334885 2.4804081917    1.037  1.897  3.7694  2.586    4 0.028 0.907 0.304 -0.008 -0.097 -0.121 -0.121
0.00015547 -2.00000 9.69897 1.0374583006 2.4804322720    1.037  1.898  3.7704  2.589    4 0.025 0.898 0.298 -0.011 -0.098 -0.121 -0.121
0.00015547 -2.00000 9.69897 1.0374745131 2.4804353714    1.037  1.898  3.7705  2.590    4 0.024 0.897 0.297 -0.011 -0.098 -0.121 -0.121
0.00015547 -2.00000 9.69897 1.0376194715 2.4804632664    1.037  1.900  3.7715  2.592    4 0.021 0.887 0.290 -0.015 -0.100 -0.122 -0.121
0.00015547 -2.00000 9.69897 1.0377594233 2.4804902077    1.037  1.901  3.7724  2.595    4 0.018 0.879 0.283 -0.018 -0.102 -0.123 -0.122
0.00015547 -2.00000 9.69897 1.0379029512 2.4805178642    1.038  1.902  3.7731  2.596    4 0.014 0.871 0.277 -0.022 -0.104 -0.124 -0.124
0.00015547 -2.00000 9.69897 1.0380457640 2.4805452824    1.038  1.904  3.7736  2.596    4 0.010 0.864 0.271 -0.026 -0.108 -0.127 -0.126
0.00015547 -2.00000 9.69897 1.0381945372 2.4805738926    1.038  1.906  3.7737  2.595    4 0.006 0.859 0.266 -0.030 -0.112 -0.131 -0.130
0.00015547 -2.00000 9.69897 1.0383422375 2.4806022644    1.038  1.908  3.7737  2.593    4 0.001 0.854 0.261 -0.035 -0.117 -0.136 -0.136
0.00015547 -2.00000 9.69897 1.0384887457 2.4806301594    1.038  1.910  3.7732  2.589    4 -0.005 0.851 0.257 -0.041 -0.123 -0.143 -0.142
0.00015547 -2.00000 9.69897 1.0385291576 2.4806380272    1.038  1.910  3.7731  2.588    4 -0.006 0.851 0.256 -0.042 -0.125 -0.145 -0.144
0.00015547 -2.00000 9.69897 1.0386385918 2.4806590080    1.038  1.912  3.7724  2.584    4 -0.011 0.850 0.254 -0.047 -0.131 -0.151 -0.151
0.00015547 -2.00000 9.69897 1.0387750864 2.4806852341    1.038  1.915  3.7713  2.577    4 -0.017 0.850 0.252 -0.053 -0.139 -0.160 -0.160
0.00015547 -2.00000 9.69897 1.0389095545 2.4807109833    1.039  1.918  3.7699  2.569    4 -0.024 0.852 0.250 -0.060 -0.148 -0.171 -0.172
0.00015547 -2.00000 9.69897 1.0390480757 2.4807374477    1.039  1.921  3.7682  2.559    4 -0.031 0.855 0.248 -0.067 -0.158 -0.183 -0.184
0.00015547 -2.00000 9.69897 1.0391849279 2.4807636738    1.039  1.924  3.7664  2.548    4 -0.040 0.857 0.247 -0.076 -0.170 -0.197 -0.198
0.00015547 -2.00000 9.69897 1.0393205881 2.4807896614    1.039  1.928  3.7644  2.536    4 -0.049 0.860 0.245 -0.085 -0.182 -0.211 -0.214
0.00015547 -2.00000 9.69897 1.0394541025 2.4808154106    1.039  1.931  3.7625  2.525    4 -0.059 0.863 0.243 -0.094 -0.195 -0.225 -0.229
0.00015547 -2.00000 9.69897 1.0395886898 2.4808411598    1.039  1.935  3.7607  2.514    4 -0.069 0.864 0.239 -0.103 -0.208 -0.240 -0.244
0.00015547 -2.00000 9.69897 1.0397270918 2.4808676243    1.039  1.941  3.7579  2.497    4 -0.084 0.867 0.235 -0.118 -0.227 -0.262 -0.267
0.00015547 -2.00000 9.69897 1.0398632288 2.4808936119    1.039  1.946  3.7565  2.487    4 -0.095 0.865 0.229 -0.129 -0.241 -0.277 -0.283
0.00015547 -2.00000 9.69897 1.0399999619 2.4809198380    1.040  1.958  3.7514  2.454    4 -0.126 0.869 0.218 -0.159 -0.279 -0.320 -0.329
0.00015547 -2.00000 9.69897 1.0401337147 2.4809453487    1.040  1.978  3.7446  2.407    4 -0.175 0.869 0.194 -0.207 -0.338 -0.387 -0.398
0.00015547 -2.00000 9.69897 1.0402382612 2.4809653759    1.040  2.008  3.7366  2.345    4 -0.250 0.857 0.151 -0.279 -0.425 -0.482 -0.496
0.00015547 -2.00000 9.69897 1.0402836800 2.4809739590    1.040  2.040  3.7301  2.288    4 -0.329 0.832 0.097 -0.357 -0.514 -0.578 -0.596
0.00015547 -2.00000 9.69897 1.0402995348 2.4809770584    1.040  2.070  3.7255  2.239    4 -0.405 0.801 0.042 -0.431 -0.595 -0.665 -0.684
0.00015547 -2.00000 9.69897 1.0403054953 2.4809782505    1.040  2.093  3.7226  2.205    4 -0.461 0.771 -0.003 -0.487 -0.656 -0.729 -0.750
0.00015547 -2.00000 9.69897 1.0403057337 2.4809782505    1.040  2.095  3.7223  2.201    7 -0.467 0.767 -0.008 -0.492 -0.662 -0.735 -0.756
0.00015547 -2.00000 9.69897 1.0403084755 2.4809787273    1.040  2.128  3.7196  2.157    7 -0.550 0.712 -0.078 -0.573 -0.748 -0.824 -0.846
0.00015547 -2.00000 9.69897 1.0403113365 2.4809794426    1.040  2.168  3.7166  2.106    7 -0.650 0.643 -0.165 -0.672 -0.851 -0.931 -0.955
0.00015547 -2.00000 9.69897 1.0403140783 2.4809799194    1.040  2.204  3.7143  2.060    7 -0.740 0.578 -0.244 -0.761 -0.944 -1.027 -1.052
0.00015547 -2.00000 9.69897 1.0403215885 2.4809813499    1.040  2.223  3.7133  2.037    7 -0.788 0.540 -0.287 -0.808 -0.994 -1.077 -1.103
0.00015547 -2.00000 9.69897 1.0403752327 2.4809916019    1.040  2.211  3.7139  2.051    7 -0.758 0.563 -0.261 -0.779 -0.963 -1.046 -1.071
0.00015547 -2.00000 9.69897 1.0404322147 2.4810023308    1.040  2.242  3.7118  2.012    7 -0.835 0.510 -0.327 -0.854 -1.042 -1.127 -1.153
0.00015547 -2.00000 9.69897 1.0404734612 2.4810104370    1.040  2.284  3.7091  1.960    7 -0.939 0.437 -0.418 -0.957 -1.150 -1.238 -1.266
0.00015547 -2.00000 9.69897 1.0405011177 2.4810156822    1.040  2.317  3.7071  1.919    7 -1.022 0.379 -0.491 -1.039 -1.235 -1.326 -1.355
0.00015547 -2.00000 9.69897 1.0405428410 2.4810235500    1.040  2.362  3.7045  1.863    7 -1.136 0.300 -0.590 -1.150 -1.351 -1.445 -1.476
0.00015547 -2.00000 9.69897 1.0405788422 2.4810304642    1.040  2.402  3.7023  1.814    7 -1.234 0.230 -0.677 -1.247 -1.453 -1.549 -1.581
0.00015547 -2.00000 9.69897 1.0406117439 2.4810366631    1.040  2.442  3.7001  1.766    7 -1.334 0.160 -0.765 -1.345 -1.555 -1.654 -1.687
0.00015547 -2.00000 9.69897 1.0406420231 2.4810426235    1.040  2.482  3.6979  1.717    7 -1.435 0.090 -0.853 -1.444 -1.657 -1.760 -1.793
0.00015547 -2.00000 9.69897 1.0406697989 2.4810478687    1.040  2.523  3.6957  1.667    7 -1.537 0.020 -0.942 -1.543 -1.761 -1.866 -1.901
0.00015547 -2.00000 9.69897 1.0406950712 2.4810526371    1.040  2.563  3.6935  1.618    7 -1.639 -0.049 -1.031 -1.642 -1.864 -1.972 -2.008
0.00015547 -2.00000 9.69897 1.0407176018 2.4810569286    1.040  2.604  3.6913  1.568    7 -1.740 -0.119 -1.119 -1.741 -1.968 -2.078 -2.116
0.00015547 -2.00000 9.69897 1.0407377481 2.4810607433    1.040  2.645  3.6891  1.519    7 -1.841 -0.186 -1.206 -1.840 -2.070 -2.184 -2.222
0.00015547 -2.00000 9.69897 1.0407564640 2.4810643196    1.040  2.685  3.6869  1.470    7 -1.942 -0.250 -1.292 -1.937 -2.172 -2.288 -2.328
0.00015547 -2.00000 9.69897 1.0407741070 2.4810676575    1.040  2.725  3.6847  1.421    7 -2.043 -0.303 -1.375 -2.035 -2.274 -2.394 -2.435
0.00015547 -2.00000 9.69897 1.0407910347 2.4810709953    1.040  2.766  3.6825  1.371    7 -2.144 -0.342 -1.457 -2.135 -2.380 -2.502 -2.544
0.00015547 -2.00000 9.69897 1.0408068895 2.4810740948    1.040  2.806  3.6802  1.321    7 -2.246 -0.376 -1.537 -2.236 -2.485 -2.611 -2.654
0.00015547 -2.00000 9.69897 1.0408214331 2.4810767174    1.040  2.846  3.6779  1.273    7 -2.345 -0.402 -1.613 -2.333 -2.588 -2.716 -2.761
0.00015547 -2.00000 9.69897 1.0408358574 2.4810795784    1.040  2.886  3.6756  1.223    7 -2.446 -0.423 -1.687 -2.431 -2.692 -2.823 -2.870
0.00015547 -2.00000 9.69897 1.0408501625 2.4810822010    1.040  2.927  3.6732  1.173    7 -2.548 -0.436 -1.760 -2.530 -2.797 -2.932 -2.980
0.00015547 -2.00000 9.69897 1.0408635139 2.4810848236    1.040  2.968  3.6708  1.122    7 -2.651 -0.443 -1.831 -2.629 -2.904 -3.043 -3.092
0.00015547 -2.00000 9.69897 1.0408750772 2.4810869694    1.040  3.010  3.6683  1.070    7 -2.756 -0.441 -1.900 -2.730 -3.012 -3.155 -3.206
0.00015547 -2.00000 9.69897 1.0408844948 2.4810888767    1.040  3.051  3.6657  1.019    7 -2.858 -0.430 -1.963 -2.827 -3.117 -3.264 -3.316
0.00015547 -2.00000 9.69897 1.0408954620 2.4810910225    1.040  3.102  3.6625  0.955    7 -2.986 -0.396 -2.034 -2.947 -3.249 -3.401 -3.456
0.00015547 -2.00000 9.69897 1.0409030914 2.4810924530    1.040  3.148  3.6597  0.898    7 -3.099 -0.351 -2.089 -3.051 -3.365 -3.523 -3.580
0.00015547 -2.00000 9.69897 1.0409106016 2.4810938835    1.040  3.195  3.6566  0.838    7 -3.218 -0.320 -2.148 -3.158 -3.485 -3.648 -3.708
0.00015547 -2.00000 9.69897 1.0409114361 2.4810938835    1.040  3.192  3.6567  0.842    7 -3.211 -0.319 -2.143 -3.151 -3.477 -3.641 -3.700
0.00015547 -2.00000 9.69897 1.0409120321 2.4810941219    1.040  3.210  3.6556  0.820    7 -3.255 -0.320 -2.168 -3.190 -3.520 -3.686 -3.747
0.00015547 -2.00000 9.69897 1.0409126282 2.4810941219    1.040  3.239  3.6537  0.783    7 -3.327 -0.321 -2.207 -3.253 -3.591 -3.761 -3.823
0.00015547 -2.00000 9.69897 1.0409132242 2.4810943604    1.040  3.272  3.6514  0.741    7 -3.410 -0.319 -2.252 -3.326 -3.672 -3.847 -3.911
0.00015547 -2.00000 9.69897 1.0409139395 2.4810943604    1.040  3.295  3.6498  0.711    7 -3.468 -0.317 -2.283 -3.377 -3.729 -3.907 -3.972
0.00015547 -2.00000 9.69897 1.0409141779 2.4810945988    1.041  3.301  3.6494  0.703    7 -3.484 -0.316 -2.291 -3.390 -3.744 -3.922 -3.988
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00015547 -2.00000 9.74036 0.0936335474 1.1156111956    0.094 -3.058  3.5120  5.467    1 12.415 17.349 15.069 13.249 12.143 11.754 11.651
0.00015547 -2.00000 9.74036 0.0960145295 1.1369247437    0.096 -2.983  3.5225  5.444    1 12.227 17.054 14.719 12.951 11.961 11.595 11.491
0.00015547 -2.00000 9.74036 0.1035686582 1.2002434731    0.103 -2.756  3.5542  5.377    1 11.660 15.945 13.674 12.096 11.407 11.100 11.000
0.00015547 -2.00000 9.74036 0.1234388798 1.3415665627    0.123 -2.481  3.5821  5.290    1 10.973 14.637 12.606 11.238 10.723 10.461 10.370
0.00015547 -2.00000 9.74036 0.1433091164 1.4560320377    0.143 -2.309  3.5955  5.237    1 10.544 13.906 12.013 10.756 10.291 10.049 9.965
0.00015547 -2.00000 9.74036 0.1631793380 1.5515257120    0.163 -2.177  3.6043  5.197    1 10.214 13.394 11.584 10.397 9.959 9.730 9.650
0.00015547 -2.00000 9.74036 0.2029198259 1.7036917210    0.203 -1.968  3.6163  5.130    1 9.690 12.635 10.933 9.835 9.431 9.219 9.146
0.00015547 -2.00000 9.74036 0.2525954247 1.8468697071    0.252 -1.767  3.6270  5.067    1 9.187 11.935 10.324 9.302 8.925 8.729 8.661
0.00015547 -2.00000 9.74036 0.3022710085 1.9574397802    0.302 -1.609  3.6357  5.022    1 8.793 11.389 9.848 8.883 8.528 8.345 8.282
0.00015547 -2.00000 9.74036 0.3519465625 2.0465965271    0.352 -1.480  3.6436  4.991    1 8.470 10.934 9.455 8.538 8.201 8.030 7.971
0.00015547 -2.00000 9.74036 0.4016221464 2.1207315922    0.401 -1.363  3.6520  4.965    1 8.177 10.507 9.092 8.224 7.906 7.746 7.692
0.00015547 -2.00000 9.74036 0.4512977004 2.1838121414    0.451 -1.219  3.6654  4.925    1 7.817 9.936 8.630 7.834 7.545 7.403 7.356
0.00015547 -2.00000 9.74036 0.5009732842 2.2384552956    0.501 -1.060  3.6815  4.876    1 7.419 9.293 8.121 7.407 7.151 7.030 6.992
0.00015547 -2.00000 9.74036 0.5506489277 2.2841949463    0.550 -0.884  3.6992  4.812    1 6.981 8.606 7.579 6.946 6.723 6.624 6.595
0.00015547 -2.00000 9.74036 0.6003244519 2.3213412762    0.600 -0.706  3.7209  4.758    1 6.535 7.897 7.029 6.485 6.301 6.227 6.209
0.00015547 -2.00000 9.74036 0.6094506979 2.3274128437    0.609 -0.673  3.7254  4.749    1 6.451 7.765 6.927 6.401 6.224 6.156 6.139
0.00015547 -2.00000 9.74036 0.6357046962 2.3437666893    0.636 -0.578  3.7383  4.724    1 6.214 7.399 6.640 6.163 6.007 5.953 5.943
0.00015547 -2.00000 9.74036 0.6499999762 2.3520355225    0.650 -0.526  3.7452  4.710    1 6.086 7.210 6.489 6.037 5.893 5.847 5.839
